,1.03,2.02,3.05,4.02,5.05,6.04,7.07,8.0,9.03,10.02,11.05,12.02,13.05,14.04,15.07,16.2,17.23,18.24,19.25,20.22,21.25,22.24,23.27,24.2
48,1,8,25,49,88,138,205,278,360,439,519,585,650,699,742,771,799,823,836,848,858,865,872,887
49,2,8,24,49,88,138,205,278,361,438,519,587,650,699,742,771,800,819,836,847,857,866,872,887
50,2,9,25,49,87,137,204,278,361,439,520,586,651,699,742,772,799,819,836,848,858,866,872,887
51,1,8,26,50,88,137,205,278,361,439,519,585,650,699,742,771,799,819,836,848,857,865,872,887
52,1,9,24,49,87,138,204,278,361,439,520,586,651,698,742,771,799,820,836,848,858,865,871,888
53,2,8,25,49,87,137,205,278,361,440,520,585,650,699,742,772,799,820,836,848,858,866,872,888
54,2,11,25,49,87,138,204,277,359,439,520,585,651,699,742,772,799,820,836,848,858,866,869,887
55,2,8,25,50,87,138,205,280,360,439,520,586,650,698,741,771,800,819,836,849,857,865,871,889
56,1,8,25,50,87,138,204,279,360,439,519,586,653,698,742,772,800,819,835,847,859,865,871,890
57,1,9,25,49,88,138,204,278,360,439,520,585,651,700,742,771,799,820,836,847,860,866,873,887
58,2,11,26,49,88,137,205,277,360,439,519,586,650,700,742,772,800,820,836,847,856,865,872,887
59,0,8,26,49,87,137,205,278,360,441,520,586,651,701,742,772,799,819,836,847,859,864,872,888
60,2,9,25,50,87,139,205,278,359,437,520,586,650,699,742,772,800,820,836,848,858,866,872,887
61,2,8,24,51,87,138,205,278,361,438,520,585,650,699,743,771,799,820,835,847,858,865,872,888
62,2,8,26,49,89,138,204,278,361,437,521,586,650,699,742,772,799,820,837,848,858,865,872,887
63,2,9,25,49,86,135,204,278,361,439,519,585,650,699,743,770,799,820,836,847,860,866,871,887
64,2,8,23,50,87,138,204,278,360,439,521,586,650,699,742,773,800,820,836,847,859,865,872,887
65,3,8,24,52,87,137,204,278,360,439,520,586,650,699,742,773,802,820,836,848,858,866,872,887
66,1,7,23,49,88,138,204,278,360,440,519,586,650,699,742,772,800,820,836,847,858,865,872,886
67,1,10,25,48,90,137,205,277,359,439,519,586,650,699,741,771,799,820,837,847,858,865,872,887
68,1,9,24,50,88,137,205,278,360,439,519,585,650,699,742,772,798,820,836,847,857,865,872,887
69,2,7,24,50,87,138,204,278,361,439,520,585,650,699,741,771,799,818,837,848,857,867,871,888
70,2,9,24,50,87,138,205,278,361,439,519,586,650,699,741,771,799,818,836,847,857,865,871,888
71,1,8,26,50,88,137,204,278,360,439,519,586,651,700,742,772,799,818,837,848,858,865,872,887
72,2,9,26,51,87,138,205,277,360,439,519,585,650,698,744,772,799,816,836,848,857,865,871,887
73,2,8,25,50,88,138,208,278,361,439,520,585,651,699,740,771,799,820,836,848,857,866,871,887
74,1,7,24,50,87,138,207,278,361,439,520,585,649,698,739,771,799,819,836,848,858,866,871,887
75,2,9,25,51,89,138,207,276,360,439,520,586,649,698,742,771,799,820,836,848,859,864,874,887
76,3,9,25,50,87,137,205,276,360,439,520,585,651,697,741,772,799,820,836,848,856,864,870,888
77,1,8,26,50,87,138,205,278,360,440,520,585,650,701,741,771,799,819,836,848,860,865,872,889
78,1,9,25,50,88,137,205,277,360,440,520,585,651,699,741,772,799,819,835,848,858,864,872,887
79,5,8,24,49,88,138,204,279,359,440,520,586,650,700,741,771,800,819,835,848,856,864,872,888
80,3,8,25,48,88,138,205,278,361,441,519,586,650,699,742,771,800,820,836,849,859,865,872,887
81,2,8,26,49,88,138,205,278,360,438,519,586,650,699,742,771,800,820,836,847,858,865,871,887
82,1,10,25,49,87,138,205,278,360,440,519,586,650,699,742,772,799,819,836,847,858,865,872,886
83,1,8,25,50,87,139,205,277,360,437,519,585,650,700,742,771,800,820,836,848,859,865,871,887
84,2,8,25,49,89,137,205,278,360,439,518,586,650,700,741,773,799,819,836,845,858,865,872,887
85,2,10,27,49,88,138,204,278,360,438,519,585,650,700,742,772,800,819,836,847,858,866,872,887
86,1,8,25,51,87,137,205,278,360,439,519,585,650,699,741,772,800,819,836,850,858,865,872,887
87,1,8,26,50,87,137,205,279,361,439,519,586,651,700,742,772,800,819,837,847,858,865,871,887
88,1,8,24,51,90,137,205,278,360,439,520,585,650,698,741,772,800,819,837,848,857,866,872,887
89,2,7,24,50,88,138,205,278,361,439,519,585,650,699,741,772,799,821,837,848,858,865,872,887
90,2,8,25,49,90,138,205,278,361,440,520,585,651,698,741,772,799,818,836,848,859,866,871,887
91,2,9,26,50,87,137,204,278,359,439,519,585,650,698,741,771,799,821,837,848,858,866,871,887
92,2,8,25,49,86,134,204,278,361,438,520,585,650,699,743,772,800,820,835,848,858,865,871,887
93,2,8,24,50,88,137,202,278,360,439,520,586,650,698,741,772,799,819,836,848,858,865,872,887
94,1,8,25,49,88,137,204,278,360,439,519,585,650,698,740,771,800,820,835,848,858,865,872,888
95,1,7,26,48,87,137,204,279,360,439,520,586,650,699,739,772,799,820,837,848,860,864,873,888
96,2,9,25,49,87,138,205,276,360,439,520,586,651,700,741,771,800,820,835,849,858,865,872,887
97,1,8,24,50,87,137,204,276,360,438,520,586,651,699,742,772,800,820,836,848,858,865,873,888
98,2,8,25,51,88,137,205,276,360,439,520,585,651,700,742,772,800,820,836,848,858,865,872,887
99,2,8,26,47,88,137,204,278,360,439,520,587,651,699,743,772,800,819,835,848,859,866,872,887
