x,y
1.03,15.22222222
2.02,28.82828283
3.05,49.01010101
4.02,78.04040404
5.05,118.8484848
6.04,163.5454545
7.07,217.1515152
8,266.1414141
9.03,323.4646465
10.02,381.1818182
11.05,445.1515152
12.02,506.5959596
13.05,576.7474747
14.04,646.9292929
15.07,721.7272727
16.2,791.4545455
17.23,859.7777778
18.24,916.9494949
19.25,966.8383838
