x,y
1.03,0.1919191919
2.02,8.383838384
3.05,27.35353535
4.02,53.52525253
5.05,96.84848485
6.04,154.2424242
7.07,229.3333333
8,298.5050505
9.03,383.1111111
10.02,463.040404
11.05,541.1515152
12.02,606.9292929
13.05,663.2828283
14.04,710.6363636
15.07,747.9292929
16.2,776.9393939
17.23,801.4848485
18.24,818.7474747
19.25,832.1717172
20.22,840.6262626
21.25,848.5050505
22.24,855.1919192
23.27,860.1414141
