,1.03,2.02,3.05,4.02,5.05,6.04,7.07,8.0,9.03,10.02,11.05,12.02,13.05,14.04,15.07,16.2,17.23,18.24,19.25,20.22,21.25,22.24
0,0,6,24,46,87,133,200,276,354,435,514,577,640,688,732,760,787,807,823,836,846,853
1,0,7,23,46,87,134,201,276,354,434,514,577,640,689,732,761,787,807,823,836,846,853
2,0,7,23,46,85,133,200,275,355,434,513,577,641,689,733,761,787,808,824,835,846,853
3,0,7,24,47,87,134,200,275,354,434,513,577,641,689,733,760,787,807,823,836,846,853
4,0,7,23,47,86,132,200,275,355,435,513,576,640,689,732,761,787,807,822,836,847,853
5,0,8,23,47,85,134,200,274,354,434,513,577,641,688,733,761,787,808,823,836,847,853
6,0,6,24,47,87,132,200,275,354,434,514,577,642,689,732,761,787,808,824,836,846,853
7,0,5,23,47,86,134,199,275,354,435,513,577,641,688,733,761,787,807,824,836,846,853
8,0,7,23,47,87,133,201,274,355,434,514,577,641,688,733,761,787,808,823,835,846,854
9,0,7,24,48,87,133,200,275,355,434,514,577,640,689,733,761,788,808,824,835,845,853
10,0,6,23,47,86,134,200,275,354,434,514,577,640,689,732,761,787,807,823,835,846,853
11,0,7,23,47,85,133,200,275,354,435,514,577,641,688,732,761,787,807,823,835,846,854
12,0,7,23,48,87,132,201,275,355,435,514,577,641,689,733,760,787,808,824,835,846,854
13,0,6,23,47,86,134,201,275,354,434,513,577,640,689,732,761,787,808,823,835,845,853
14,0,6,23,46,87,134,200,275,354,434,513,576,640,689,732,760,787,808,823,835,846,853
15,0,7,24,47,86,132,201,275,354,434,513,576,640,689,733,761,788,808,824,836,846,854
16,0,7,23,47,86,134,201,275,356,433,514,576,641,689,732,760,787,807,823,836,846,853
17,0,6,24,47,87,133,201,275,354,434,513,577,641,688,732,760,786,808,824,836,846,853
18,0,7,23,46,86,132,200,275,354,434,514,577,641,688,733,760,787,808,824,836,846,853
19,0,7,23,47,87,134,200,275,354,433,513,577,641,689,733,761,787,807,823,836,847,853
20,0,6,23,47,87,134,200,276,354,433,514,576,640,689,733,760,787,808,823,835,847,853
21,0,7,22,47,86,133,201,276,355,434,513,577,640,688,733,761,786,808,823,835,845,854
22,0,7,23,47,87,132,200,276,355,434,513,577,640,689,733,761,787,808,823,835,846,854
23,0,6,23,46,86,134,201,275,355,434,514,577,641,688,733,761,787,808,823,835,846,853
24,0,7,24,46,87,134,200,275,355,433,513,577,641,689,733,761,787,808,823,835,846,854
25,0,6,23,47,87,133,200,275,355,434,513,577,640,689,733,761,787,808,823,835,846,854
26,0,7,23,47,85,132,201,275,354,434,513,577,640,690,733,761,786,807,823,835,846,853
27,0,7,24,47,87,134,201,275,355,434,514,578,640,688,733,761,786,808,823,835,846,854
28,0,7,23,47,87,134,200,275,354,434,513,577,640,688,733,761,787,807,823,835,846,853
29,0,7,24,47,87,134,200,275,354,434,514,577,641,689,733,761,787,808,823,835,847,853
30,0,7,23,47,86,133,200,275,354,434,514,577,641,688,732,761,787,807,823,835,846,854
31,0,7,24,47,86,132,200,276,354,435,514,577,641,689,732,760,787,808,823,835,845,854
32,0,7,23,47,86,132,200,276,354,434,513,577,640,688,733,761,787,808,823,836,846,853
33,0,7,23,46,86,134,200,276,355,434,513,576,640,689,731,760,787,808,823,835,845,853
34,0,6,23,47,87,134,200,276,354,434,513,577,640,688,732,760,787,808,823,836,845,854
35,0,7,23,48,87,134,200,274,354,434,513,577,641,689,733,760,787,808,823,836,846,854
36,0,5,24,48,87,133,200,275,354,434,513,577,640,687,733,761,787,807,823,836,846,854
37,0,7,24,47,86,132,201,276,354,433,513,576,641,690,732,761,787,807,823,835,845,853
38,0,6,24,47,87,133,200,275,354,434,514,577,641,688,732,760,787,807,824,835,847,853
39,0,7,23,47,87,132,200,275,354,433,513,577,640,688,732,760,787,807,824,835,845,853
40,0,7,24,47,87,134,200,275,354,434,513,577,640,688,732,760,787,807,823,835,846,854
41,0,7,23,48,87,134,200,274,355,435,513,577,641,690,732,760,787,807,823,835,846,854
42,0,7,23,47,86,133,200,275,354,434,513,577,641,688,733,760,788,808,824,835,846,854
43,0,7,24,47,87,133,200,275,355,434,513,577,641,688,732,760,787,807,823,835,846,853
44,0,5,23,47,87,134,200,275,354,434,513,577,640,688,733,760,787,807,823,835,846,853
45,0,7,23,47,87,133,200,276,354,435,514,578,640,689,732,761,786,808,823,836,846,854
46,0,6,23,47,88,134,201,276,354,433,513,576,641,689,733,761,786,808,823,835,846,854
47,0,5,23,47,87,134,200,275,355,434,514,577,640,688,732,760,787,807,823,835,846,853
48,0,7,23,48,87,132,200,275,355,435,513,577,640,689,733,761,787,808,823,836,846,854
