,1.03,2.02,3.05,4.02,5.05,6.04,7.07,8.0,9.03,10.02,11.05,12.02,13.05,14.04,15.07,16.2,17.23,18.24,19.25,20.22,21.25,22.24
0,23,22,24,47,89,137,215,287,352,457,508,573,647,691,739,763,790,810,827,840,851,855
1,23,23,23,47,88,137,215,287,351,456,507,573,647,691,738,762,790,811,826,840,850,857
2,23,22,24,47,88,137,215,286,352,458,508,573,647,692,739,762,789,811,826,839,850,856
3,22,23,23,46,88,138,215,286,351,457,507,573,648,691,739,762,789,810,827,839,849,855
4,23,23,23,47,88,138,215,287,352,457,508,573,648,691,739,763,790,811,826,839,850,855
5,23,22,23,47,88,138,215,287,350,457,508,573,647,692,739,763,790,811,827,840,850,855
6,23,23,23,46,88,137,215,286,351,457,508,573,647,692,739,763,789,811,826,840,850,856
7,22,23,22,47,88,138,216,286,351,456,508,573,648,691,739,763,790,810,826,839,849,855
8,23,23,23,46,89,138,216,287,352,457,508,573,648,691,740,762,790,810,826,840,850,856
9,23,22,24,47,89,138,214,287,351,456,508,573,648,691,739,763,790,810,826,840,849,857
10,22,23,23,47,88,138,214,285,351,457,508,573,648,691,739,763,790,811,827,839,850,856
11,23,22,23,47,88,138,215,286,351,457,508,572,647,691,740,762,789,810,826,839,851,856
12,22,23,23,47,89,138,215,286,351,457,508,573,647,691,739,764,789,810,826,839,849,856
13,23,22,23,46,88,138,215,286,352,457,508,573,647,692,739,762,789,810,826,841,850,856
14,22,23,23,47,89,138,215,286,351,457,508,573,647,692,739,762,790,810,826,840,850,856
15,23,22,23,46,90,138,215,286,351,457,508,573,647,691,739,762,790,810,827,841,850,855
16,23,23,22,47,88,138,216,286,351,457,508,573,647,691,739,763,790,811,827,840,850,855
17,22,22,23,47,88,137,216,287,351,457,508,573,647,691,739,763,789,810,826,840,850,856
18,23,23,23,47,88,139,216,286,351,457,508,573,647,692,739,763,789,810,827,840,849,856
19,22,23,24,47,88,138,216,286,352,457,507,573,647,691,739,763,789,811,827,839,849,856
20,23,23,23,46,88,137,216,286,352,457,508,572,647,691,739,762,789,810,826,840,850,855
21,23,22,24,47,88,138,215,286,351,456,507,573,647,691,739,763,789,810,826,839,850,855
22,24,23,23,47,89,138,215,286,351,457,508,573,648,692,739,762,789,810,826,840,850,855
23,22,24,22,47,88,137,215,286,351,457,508,573,647,691,739,763,789,811,827,840,851,855
24,23,23,23,47,88,138,215,286,352,456,508,573,647,692,739,762,789,810,826,841,849,855
25,22,23,22,47,87,138,215,286,351,457,508,573,648,691,739,762,790,810,827,841,850,856
26,22,23,24,47,88,138,215,286,351,457,508,573,648,691,739,763,789,810,826,841,850,856
27,23,22,23,47,88,138,215,286,351,457,507,573,648,691,739,763,789,810,827,840,849,855
28,24,23,24,47,88,137,216,286,352,457,508,573,648,691,739,762,789,810,826,840,850,856
29,23,22,23,46,88,138,215,286,350,457,507,573,648,691,739,762,789,810,826,839,849,856
30,23,22,24,47,88,138,215,287,351,456,508,573,648,692,739,763,789,810,826,840,849,856
31,23,23,23,45,89,138,215,287,352,457,508,573,648,691,739,763,789,810,826,840,850,855
32,24,23,23,47,89,138,215,286,352,457,507,573,648,691,740,763,789,810,827,840,850,856
33,22,23,23,46,87,138,215,286,351,456,508,573,647,692,739,762,790,810,827,841,850,856
34,23,22,23,47,89,138,215,286,351,457,508,573,648,692,739,763,789,810,826,839,850,856
35,22,23,23,46,89,137,215,287,352,456,508,573,647,692,739,763,789,810,826,839,849,856
36,23,23,23,47,89,138,216,287,351,457,507,573,647,691,739,763,789,810,826,839,849,856
37,24,23,23,47,89,138,215,287,352,457,508,573,647,692,739,763,789,810,827,841,850,856
38,23,22,23,47,88,137,215,286,351,456,507,573,647,691,739,762,791,810,826,839,849,856
39,24,23,23,47,88,138,215,286,351,458,508,573,647,691,739,763,791,811,827,841,849,856
40,22,22,23,47,88,138,215,286,352,456,508,573,647,691,739,763,790,810,826,840,850,856
41,23,23,23,46,87,138,215,287,351,457,508,573,648,691,739,763,790,811,827,841,850,855
42,22,22,23,47,88,138,215,286,352,457,508,573,648,692,739,763,790,811,826,840,850,855
43,23,23,24,47,88,139,215,285,352,457,508,573,648,691,739,763,790,811,827,841,851,855
44,23,23,24,47,89,138,215,286,351,457,508,573,648,691,739,763,790,811,826,840,851,856
45,23,22,23,47,89,138,215,286,351,456,507,573,648,692,739,762,790,811,827,840,850,856
46,24,23,23,47,89,138,215,286,351,457,507,573,648,691,739,763,790,810,826,841,850,856
47,23,22,23,47,88,138,215,286,351,457,507,573,648,691,739,763,790,810,826,839,850,855
48,23,22,24,46,88,137,215,287,351,458,507,573,648,691,739,763,790,810,826,840,850,855
49,24,23,24,47,88,138,214,285,351,457,508,573,648,692,739,762,789,811,827,840,851,855
50,23,22,23,46,88,138,216,287,352,457,508,573,648,691,739,762,789,810,827,840,850,855
51,22,23,24,47,87,139,216,286,351,457,508,573,647,691,739,763,789,811,826,840,851,856
